,year,country,expectancy,dtp3,continent
3060,1994,Morocco,68.7,87.0,Africa
3061,1995,Morocco,69.0,90.0,Africa
3062,1996,Morocco,69.5,95.0,Africa
3063,1997,Morocco,69.8,94.0,Africa
3064,1998,Morocco,70.2,93.0,Africa
3065,1999,Morocco,70.5,91.0,Africa
3066,2000,Morocco,70.9,95.0,Africa
3067,2001,Morocco,71.2,96.0,Africa
3068,2002,Morocco,71.5,94.0,Africa
3069,2003,Morocco,71.7,91.0,Africa
3070,2004,Morocco,71.9,97.0,Africa
3071,2005,Morocco,72.2,98.0,Africa
3072,2006,Morocco,72.5,97.0,Africa
3073,2007,Morocco,72.7,95.0,Africa
3074,2008,Morocco,73.0,99.0,Africa
3075,2009,Morocco,73.3,99.0,Africa
3076,2010,Morocco,73.5,99.0,Africa
3077,2011,Morocco,73.8,99.0,Africa
3078,1983,Angola,50.1,6.0,Africa
3079,1984,Angola,50.2,8.0,Africa
3080,1985,Angola,50.3,8.0,Africa
3081,1986,Angola,50.2,10.0,Africa
3082,1987,Angola,50.0,10.0,Africa
3083,1988,Angola,49.8,12.0,Africa
3084,1989,Angola,50.2,18.0,Africa
3085,1990,Angola,50.2,24.0,Africa
3086,1991,Angola,50.8,26.0,Africa
3087,1992,Angola,51.0,21.0,Africa
3088,1993,Angola,49.7,30.0,Africa
3089,1994,Angola,51.1,27.0,Africa
3090,1995,Angola,52.0,24.0,Africa
3091,1996,Angola,52.3,28.0,Africa
3092,1997,Angola,52.7,41.0,Africa
3093,1998,Angola,52.8,47.0,Africa
3094,1999,Angola,52.9,21.0,Africa
3095,2000,Angola,53.4,31.0,Africa
3096,2001,Angola,53.6,42.0,Africa
3097,2002,Angola,54.5,47.0,Africa
3098,2003,Angola,55.1,46.0,Africa
3099,2004,Angola,55.7,47.0,Africa
3100,2005,Angola,56.5,47.0,Africa
3101,2006,Angola,57.0,44.0,Africa
3102,2007,Angola,57.8,83.0,Africa
3103,2008,Angola,58.6,81.0,Africa
3104,2009,Angola,59.3,73.0,Africa
3105,2010,Angola,60.1,91.0,Africa
3106,2011,Angola,60.9,86.0,Africa
3107,1983,Chad,51.1,1.0,Africa
3108,1984,Chad,51.5,3.0,Africa
3109,1985,Chad,52.4,3.0,Africa
3110,1986,Chad,52.3,10.0,Africa
3111,1987,Chad,51.2,14.0,Africa
3112,1988,Chad,53.5,14.0,Africa
3113,1989,Chad,53.6,20.0,Africa
3114,1990,Chad,53.3,20.0,Africa
3115,1991,Chad,53.5,18.0,Africa
3116,1992,Chad,53.5,10.0,Africa
3117,1993,Chad,53.6,13.0,Africa
3118,1994,Chad,53.4,18.0,Africa
3119,1995,Chad,53.5,18.0,Africa
3120,1996,Chad,53.0,20.0,Africa
3121,1997,Chad,52.7,24.0,Africa
3122,1998,Chad,52.4,35.0,Africa
3123,1999,Chad,52.4,45.0,Africa
3124,2000,Chad,52.2,36.0,Africa
3125,2001,Chad,52.4,26.0,Africa
3126,2002,Chad,52.6,25.0,Africa
3127,2003,Chad,52.8,23.0,Africa
3128,2004,Chad,53.1,22.0,Africa
3129,2005,Chad,53.9,26.0,Africa
3130,2006,Chad,54.1,41.0,Africa
3131,2007,Chad,54.9,30.0,Africa
3132,2008,Chad,55.2,19.0,Africa
3133,2009,Chad,55.9,27.0,Africa
3134,2010,Chad,56.5,35.0,Africa
3135,2011,Chad,57.0,22.0,Africa
3136,1983,China,65.3,58.0,Asia
3137,1984,China,65.7,73.0,Asia
3138,1985,China,66.1,78.0,Asia
3139,1986,China,66.3,78.0,Asia
3140,1987,China,66.6,75.0,Asia
3141,1988,China,66.7,95.0,Asia
3142,1989,China,66.7,95.0,Asia
3143,1990,China,67.0,97.0,Asia
3144,1991,China,67.3,94.0,Asia
3145,1992,China,67.5,91.0,Asia
3146,1993,China,67.7,88.0,Asia
3147,1994,China,68.0,85.0,Asia
3148,1995,China,68.4,80.0,Asia
3149,1996,China,68.7,83.0,Asia
3150,1997,China,69.0,84.0,Asia
3151,1998,China,69.3,84.0,Asia
3152,1999,China,69.7,85.0,Asia
3153,2000,China,70.0,85.0,Asia
3154,2001,China,70.3,86.0,Asia
3155,2002,China,70.7,86.0,Asia
3156,2003,China,71.3,86.0,Asia
3157,2004,China,71.9,87.0,Asia
3158,2005,China,72.4,87.0,Asia
3159,2006,China,73.0,93.0,Asia
3160,2007,China,73.5,93.0,Asia
3161,2008,China,73.8,97.0,Asia
3162,2009,China,74.3,99.0,Asia
3163,2010,China,74.6,99.0,Asia
3164,2011,China,75.1,99.0,Asia
3165,1983,Gabon,58.6,14.0,Africa
3166,1984,Gabon,59.0,31.0,Africa
3167,1985,Gabon,59.2,48.0,Africa
3168,1986,Gabon,60.0,59.0,Africa
3169,1987,Gabon,60.2,65.0,Africa
3170,1988,Gabon,59.9,72.0,Africa
3171,1989,Gabon,59.7,78.0,Africa
3172,1990,Gabon,59.5,78.0,Africa
3173,1991,Gabon,59.8,72.0,Africa
3174,1992,Gabon,60.1,66.0,Africa
3175,1993,Gabon,60.0,67.0,Africa
3176,1994,Gabon,59.8,69.0,Africa
3177,1995,Gabon,59.7,70.0,Africa
3178,1996,Gabon,59.3,62.0,Africa
3179,1997,Gabon,59.7,54.0,Africa
3180,1998,Gabon,59.6,50.0,Africa
3181,1999,Gabon,59.4,45.0,Africa
3182,2000,Gabon,59.1,45.0,Africa
3183,2001,Gabon,58.9,45.0,Africa
3184,2002,Gabon,59.2,45.0,Africa
3185,2003,Gabon,59.3,45.0,Africa
3186,2004,Gabon,59.3,45.0,Africa
3187,2005,Gabon,60.0,45.0,Africa
3188,2006,Gabon,60.5,45.0,Africa
3189,2007,Gabon,61.2,45.0,Africa
3190,2008,Gabon,61.5,45.0,Africa
3191,2009,Gabon,62.0,45.0,Africa
3192,2010,Gabon,62.9,45.0,Africa
3193,2011,Gabon,63.3,45.0,Africa
3194,1983,Guinea-Bissau,47.1,9.0,Africa
3195,1984,Guinea-Bissau,47.4,18.0,Africa
3196,1985,Guinea-Bissau,47.6,18.0,Africa
3197,1986,Guinea-Bissau,47.8,47.0,Africa
3198,1987,Guinea-Bissau,48.1,55.0,Africa
3199,1988,Guinea-Bissau,48.5,66.0,Africa
3200,1989,Guinea-Bissau,48.8,54.0,Africa
3201,1990,Guinea-Bissau,49.2,61.0,Africa
3202,1991,Guinea-Bissau,49.6,63.0,Africa
3203,1992,Guinea-Bissau,49.9,67.0,Africa
3204,1993,Guinea-Bissau,50.3,63.0,Africa
3205,1994,Guinea-Bissau,50.2,74.0,Africa
3206,1995,Guinea-Bissau,50.9,45.0,Africa
3207,1996,Guinea-Bissau,51.2,53.0,Africa
3208,1997,Guinea-Bissau,50.6,63.0,Africa
3209,1998,Guinea-Bissau,50.7,54.0,Africa
3210,1999,Guinea-Bissau,51.2,45.0,Africa
3211,2000,Guinea-Bissau,52.3,49.0,Africa
3212,2001,Guinea-Bissau,52.6,53.0,Africa
3213,2002,Guinea-Bissau,52.9,57.0,Africa
3214,2003,Guinea-Bissau,53.1,60.0,Africa
3215,2004,Guinea-Bissau,53.2,64.0,Africa
3216,2005,Guinea-Bissau,53.2,68.0,Africa
3217,2006,Guinea-Bissau,53.8,70.0,Africa
3218,2007,Guinea-Bissau,54.3,72.0,Africa
3219,2008,Guinea-Bissau,54.5,74.0,Africa
3220,2009,Guinea-Bissau,55.0,76.0,Africa
3221,2010,Guinea-Bissau,55.6,76.0,Africa
3222,2011,Guinea-Bissau,56.2,76.0,Africa
3223,1983,Norway,76.1,90.0,Europe
3224,1984,Norway,76.2,90.0,Europe
3225,1985,Norway,76.2,85.0,Europe
3226,1986,Norway,76.2,83.0,Europe
3227,1987,Norway,76.3,80.0,Europe
3228,1988,Norway,76.4,83.0,Europe
3229,1989,Norway,76.7,83.0,Europe
3230,1990,Norway,76.8,86.0,Europe
3231,1991,Norway,77.1,96.0,Europe
3232,1992,Norway,77.3,98.0,Europe
3233,1993,Norway,77.4,94.0,Europe
3234,1994,Norway,77.7,93.0,Europe
3235,1995,Norway,77.9,97.0,Europe
3236,1996,Norway,78.2,97.0,Europe
3237,1997,Norway,78.3,95.0,Europe
3238,1998,Norway,78.4,93.0,Europe
3239,1999,Norway,78.5,92.0,Europe
3240,2000,Norway,78.7,90.0,Europe
3241,2001,Norway,78.9,91.0,Europe
3242,2002,Norway,79.1,93.0,Europe
3243,2003,Norway,79.5,92.0,Europe
3244,2004,Norway,79.8,92.0,Europe
3245,2005,Norway,80.1,91.0,Europe
3246,2006,Norway,80.3,94.0,Europe
3247,2007,Norway,80.5,93.0,Europe
3248,2008,Norway,80.7,94.0,Europe
3249,2009,Norway,80.9,94.0,Europe
3250,2010,Norway,81.0,93.0,Europe
3251,2011,Norway,81.2,94.0,Europe
3252,1983,South Africa,60.7,74.0,Africa
3253,1984,South Africa,61.3,75.0,Africa
3254,1985,South Africa,61.9,75.0,Africa
3255,1986,South Africa,62.3,70.0,Africa
3256,1987,South Africa,62.9,72.0,Africa
3257,1988,South Africa,63.6,70.0,Africa
3258,1989,South Africa,64.1,71.0,Africa
3259,1990,South Africa,64.4,72.0,Africa
3260,1991,South Africa,64.7,81.0,Africa
3261,1992,South Africa,64.5,79.0,Africa
3262,1993,South Africa,65.0,81.0,Africa
3263,1994,South Africa,64.6,73.0,Africa
3264,1995,South Africa,64.3,72.0,Africa
3265,1996,South Africa,62.9,73.0,Africa
3266,1997,South Africa,61.0,76.0,Africa
3267,1998,South Africa,59.4,75.0,Africa
3268,1999,South Africa,57.6,74.0,Africa
3269,2000,South Africa,55.4,73.0,Africa
3270,2001,South Africa,54.3,71.0,Africa
3271,2002,South Africa,53.1,70.0,Africa
3272,2003,South Africa,52.1,69.0,Africa
3273,2004,South Africa,51.4,64.0,Africa
3274,2005,South Africa,51.1,72.0,Africa
3275,2006,South Africa,51.0,74.0,Africa
3276,2007,South Africa,51.4,72.0,Africa
3277,2008,South Africa,52.1,73.0,Africa
3278,2009,South Africa,53.1,70.0,Africa
3279,2010,South Africa,54.3,66.0,Africa
3280,2011,South Africa,55.8,72.0,Africa
3281,1983,Tunisia,68.6,62.0,Africa
3282,1984,Tunisia,69.3,66.0,Africa
3283,1985,Tunisia,69.8,70.0,Africa
3284,1986,Tunisia,70.2,72.0,Africa
3285,1987,Tunisia,70.6,84.0,Africa
3286,1988,Tunisia,71.0,91.0,Africa
3287,1989,Tunisia,71.4,93.0,Africa
3288,1990,Tunisia,71.7,93.0,Africa
3289,1991,Tunisia,72.1,93.0,Africa
3290,1992,Tunisia,72.2,95.0,Africa
3291,1993,Tunisia,72.3,94.0,Africa
3292,1994,Tunisia,72.6,93.0,Africa
3293,1995,Tunisia,73.0,94.0,Africa
3294,1996,Tunisia,73.5,95.0,Africa
3295,1997,Tunisia,74.0,96.0,Africa
3296,1998,Tunisia,74.4,96.0,Africa
3297,1999,Tunisia,74.7,99.0,Africa
3298,2000,Tunisia,75.0,97.0,Africa
3299,2001,Tunisia,75.3,98.0,Africa
3300,2002,Tunisia,75.4,96.0,Africa
3301,2003,Tunisia,75.6,95.0,Africa
3302,2004,Tunisia,75.8,97.0,Africa
3303,2005,Tunisia,76.1,98.0,Africa
3304,2006,Tunisia,76.2,99.0,Africa
3305,2007,Tunisia,76.4,98.0,Africa
3306,2008,Tunisia,76.6,99.0,Africa
3307,2009,Tunisia,76.7,99.0,Africa
3308,2010,Tunisia,76.9,98.0,Africa
3309,2011,Tunisia,77.0,98.0,Africa
3310,1983,Vietnam,65.7,4.0,Asia
3311,1984,Vietnam,66.2,5.0,Asia
3312,1985,Vietnam,66.5,42.0,Asia
3313,1986,Vietnam,66.9,43.0,Asia
3314,1987,Vietnam,67.3,50.0,Asia
3315,1988,Vietnam,67.6,70.0,Asia
3316,1989,Vietnam,67.9,88.0,Asia
3317,1990,Vietnam,68.2,88.0,Asia
3318,1991,Vietnam,68.4,88.0,Asia
3319,1992,Vietnam,68.7,88.0,Asia
3320,1993,Vietnam,69.0,91.0,Asia
3321,1994,Vietnam,69.2,94.0,Asia
3322,1995,Vietnam,69.5,93.0,Asia
3323,1996,Vietnam,69.8,94.0,Asia
3324,1997,Vietnam,69.9,95.0,Asia
3325,1998,Vietnam,70.3,94.0,Asia
3326,1999,Vietnam,70.5,93.0,Asia
3327,2000,Vietnam,70.7,96.0,Asia
3328,2001,Vietnam,70.9,96.0,Asia
3329,2002,Vietnam,71.1,75.0,Asia
3330,2003,Vietnam,71.3,99.0,Asia
3331,2004,Vietnam,71.5,96.0,Asia
3332,2005,Vietnam,71.8,95.0,Asia
3333,2006,Vietnam,72.0,94.0,Asia
3334,2007,Vietnam,72.3,92.0,Asia
3335,2008,Vietnam,72.5,93.0,Asia
3336,2009,Vietnam,72.8,96.0,Asia
3337,2010,Vietnam,73.1,93.0,Asia
3338,2011,Vietnam,73.3,95.0,Asia
3339,1983,Zambia,57.3,49.0,Africa
3340,1984,Zambia,56.9,59.0,Africa
3341,1985,Zambia,56.3,66.0,Africa
3342,1986,Zambia,55.6,66.0,Africa
3343,1987,Zambia,55.0,83.0,Africa
3344,1988,Zambia,54.7,83.0,Africa
3345,1989,Zambia,53.5,83.0,Africa
3346,1990,Zambia,52.3,91.0,Africa
3347,1991,Zambia,50.8,79.0,Africa
3348,1992,Zambia,49.5,83.0,Africa
3349,1993,Zambia,48.6,86.0,Africa
3350,1994,Zambia,47.5,90.0,Africa
3351,1995,Zambia,46.5,86.0,Africa
3352,1996,Zambia,45.7,84.0,Africa
3353,1997,Zambia,45.1,83.0,Africa
3354,1998,Zambia,44.6,84.0,Africa
3355,1999,Zambia,44.3,84.0,Africa
3356,2000,Zambia,44.1,85.0,Africa
3357,2001,Zambia,43.9,85.0,Africa
3358,2002,Zambia,44.4,84.0,Africa
3359,2003,Zambia,44.6,83.0,Africa
3360,2004,Zambia,45.3,83.0,Africa
3361,2005,Zambia,46.0,82.0,Africa
3362,2006,Zambia,46.7,81.0,Africa
3363,2007,Zambia,47.8,80.0,Africa
3364,2008,Zambia,49.4,87.0,Africa
3365,2009,Zambia,50.7,94.0,Africa
3366,2010,Zambia,52.0,83.0,Africa
3367,2011,Zambia,53.2,81.0,Africa
3368,1984,Cambodia,53.8,17.0,Asia
3369,1985,Cambodia,54.1,23.0,Asia
3370,1986,Cambodia,54.5,37.0,Asia
3371,1987,Cambodia,56.3,37.0,Asia
3372,1988,Cambodia,56.9,45.0,Asia
3373,1989,Cambodia,57.0,47.0,Asia
3374,1990,Cambodia,57.4,38.0,Asia
3375,1991,Cambodia,57.7,38.0,Asia
3376,1992,Cambodia,58.1,32.0,Asia
3377,1993,Cambodia,58.1,35.0,Asia
3378,1994,Cambodia,58.0,37.0,Asia
3379,1995,Cambodia,58.2,39.0,Asia
3380,1996,Cambodia,58.3,43.0,Asia
3381,1997,Cambodia,58.6,46.0,Asia
3382,1998,Cambodia,58.8,47.0,Asia
3383,1999,Cambodia,59.2,53.0,Asia
3384,2000,Cambodia,59.5,59.0,Asia
3385,2001,Cambodia,60.1,60.0,Asia
3386,2002,Cambodia,60.7,54.0,Asia
3387,2003,Cambodia,61.3,69.0,Asia
3388,2004,Cambodia,62.0,85.0,Asia
3389,2005,Cambodia,62.9,82.0,Asia
3390,2006,Cambodia,63.8,80.0,Asia
3391,2007,Cambodia,64.5,82.0,Asia
3392,2008,Cambodia,65.2,91.0,Asia
3393,2009,Cambodia,65.7,94.0,Asia
3394,2010,Cambodia,66.1,92.0,Asia
3395,2011,Cambodia,66.6,94.0,Asia
3396,1984,Comoros,56.2,31.0,Africa
3397,1985,Comoros,56.6,51.0,Africa
3398,1986,Comoros,57.0,71.0,Africa
3399,1987,Comoros,57.4,71.0,Africa
3400,1988,Comoros,57.9,43.0,Africa
3401,1989,Comoros,58.1,82.0,Africa
3402,1990,Comoros,58.6,94.0,Africa
3403,1991,Comoros,58.9,52.0,Africa
3404,1992,Comoros,59.2,38.0,Africa
3405,1993,Comoros,59.5,70.0,Africa
3406,1994,Comoros,59.7,58.0,Africa
3407,1995,Comoros,60.0,75.0,Africa
3408,1996,Comoros,59.3,60.0,Africa
3409,1997,Comoros,60.2,48.0,Africa
3410,1998,Comoros,60.2,75.0,Africa
3411,1999,Comoros,61.3,73.0,Africa
3412,2000,Comoros,61.5,70.0,Africa
3413,2001,Comoros,62.4,70.0,Africa
3414,2002,Comoros,62.7,89.0,Africa
3415,2003,Comoros,63.5,80.0,Africa
3416,2004,Comoros,64.0,76.0,Africa
3417,2005,Comoros,64.3,68.0,Africa
3418,2006,Comoros,64.5,69.0,Africa
3419,2007,Comoros,64.7,75.0,Africa
3420,2008,Comoros,65.3,81.0,Africa
3421,2009,Comoros,64.9,83.0,Africa
3422,2010,Comoros,65.9,74.0,Africa
3423,2011,Comoros,65.6,83.0,Africa
3424,1984,Cote d'Ivoire,56.4,19.0,Africa
3425,1985,Cote d'Ivoire,56.5,25.0,Africa
3426,1986,Cote d'Ivoire,56.4,30.0,Africa
3427,1987,Cote d'Ivoire,56.1,31.0,Africa
3428,1988,Cote d'Ivoire,55.7,31.0,Africa
3429,1989,Cote d'Ivoire,55.4,42.0,Africa
3430,1990,Cote d'Ivoire,55.0,54.0,Africa
3431,1991,Cote d'Ivoire,54.8,39.0,Africa
3432,1992,Cote d'Ivoire,54.4,49.0,Africa
3433,1993,Cote d'Ivoire,53.8,50.0,Africa
3434,1994,Cote d'Ivoire,53.4,50.0,Africa
3435,1995,Cote d'Ivoire,52.9,52.0,Africa
3436,1996,Cote d'Ivoire,52.8,55.0,Africa
3437,1997,Cote d'Ivoire,52.8,58.0,Africa
3438,1998,Cote d'Ivoire,52.8,64.0,Africa
3439,1999,Cote d'Ivoire,52.7,58.0,Africa
3440,2000,Cote d'Ivoire,52.6,65.0,Africa
3441,2001,Cote d'Ivoire,52.7,66.0,Africa
3442,2002,Cote d'Ivoire,52.9,64.0,Africa
3443,2003,Cote d'Ivoire,53.1,61.0,Africa
3444,2004,Cote d'Ivoire,53.3,67.0,Africa
3445,2005,Cote d'Ivoire,53.7,76.0,Africa
3446,2006,Cote d'Ivoire,54.1,77.0,Africa
3447,2007,Cote d'Ivoire,54.6,76.0,Africa
3448,2008,Cote d'Ivoire,55.2,74.0,Africa
3449,2009,Cote d'Ivoire,55.8,81.0,Africa
3450,2010,Cote d'Ivoire,56.3,85.0,Africa
3451,2011,Cote d'Ivoire,56.9,62.0,Africa
3452,1984,Italy,75.4,10.0,Europe
3453,1985,Italy,75.6,12.0,Europe
3454,1986,Italy,75.9,98.0,Europe
3455,1987,Italy,76.2,88.0,Europe
3456,1988,Italy,76.5,85.0,Europe
3457,1989,Italy,76.8,85.0,Europe
3458,1990,Italy,77.0,83.0,Europe
3459,1991,Italy,77.1,95.0,Europe
3460,1992,Italy,77.4,95.0,Europe
3461,1993,Italy,77.6,95.0,Europe
3462,1994,Italy,77.8,95.0,Europe
3463,1995,Italy,78.1,95.0,Europe
3464,1996,Italy,78.3,96.0,Europe
3465,1997,Italy,78.6,95.0,Europe
3466,1998,Italy,78.9,95.0,Europe
3467,1999,Italy,79.2,95.0,Europe
3468,2000,Italy,79.5,87.0,Europe
3469,2001,Italy,79.8,93.0,Europe
3470,2002,Italy,80.1,93.0,Europe
3471,2003,Italy,80.2,96.0,Europe
3472,2004,Italy,80.6,94.0,Europe
3473,2005,Italy,80.8,95.0,Europe
3474,2006,Italy,81.0,96.0,Europe
3475,2007,Italy,81.2,97.0,Europe
3476,2008,Italy,81.4,96.0,Europe
3477,2009,Italy,81.5,96.0,Europe
3478,2010,Italy,81.7,96.0,Europe
3479,2011,Italy,81.8,96.0,Europe
3480,1984,Kenya,62.5,58.0,Africa
3481,1985,Kenya,62.6,70.0,Africa
3482,1986,Kenya,62.6,72.0,Africa
3483,1987,Kenya,62.4,77.0,Africa
3484,1988,Kenya,62.4,82.0,Africa
3485,1989,Kenya,61.9,83.0,Africa
3486,1990,Kenya,61.4,84.0,Africa
3487,1991,Kenya,60.7,86.0,Africa
3488,1992,Kenya,59.9,87.0,Africa
3489,1993,Kenya,59.0,89.0,Africa
3490,1994,Kenya,58.0,92.0,Africa
3491,1995,Kenya,57.3,94.0,Africa
3492,1996,Kenya,56.5,87.0,Africa
3493,1997,Kenya,55.9,79.0,Africa
3494,1998,Kenya,55.3,81.0,Africa
3495,1999,Kenya,55.3,82.0,Africa
3496,2000,Kenya,55.2,82.0,Africa
3497,2001,Kenya,55.5,80.0,Africa
3498,2002,Kenya,55.7,84.0,Africa
3499,2003,Kenya,56.0,73.0,Africa
3500,2004,Kenya,56.6,73.0,Africa
3501,2005,Kenya,57.4,76.0,Africa
3502,2006,Kenya,58.5,80.0,Africa
3503,2007,Kenya,59.6,81.0,Africa
3504,2008,Kenya,60.6,85.0,Africa
3505,2009,Kenya,61.7,84.0,Africa
3506,2010,Kenya,62.8,83.0,Africa
3507,2011,Kenya,63.8,88.0,Africa
3508,1984,Nigeria,55.4,9.0,Africa
3509,1985,Nigeria,55.6,16.0,Africa
3510,1986,Nigeria,55.5,22.0,Africa
3511,1987,Nigeria,55.3,29.0,Africa
3512,1988,Nigeria,55.1,36.0,Africa
3513,1989,Nigeria,54.9,47.0,Africa
3514,1990,Nigeria,54.9,56.0,Africa
3515,1991,Nigeria,54.7,39.0,Africa
3516,1992,Nigeria,54.7,43.0,Africa
3517,1993,Nigeria,54.6,29.0,Africa
3518,1994,Nigeria,54.8,44.0,Africa
3519,1995,Nigeria,54.7,34.0,Africa
3520,1996,Nigeria,54.5,26.0,Africa
3521,1997,Nigeria,54.7,21.0,Africa
3522,1998,Nigeria,54.6,32.0,Africa
3523,1999,Nigeria,54.8,31.0,Africa
3524,2000,Nigeria,54.9,29.0,Africa
3525,2001,Nigeria,55.1,27.0,Africa
3526,2002,Nigeria,55.1,25.0,Africa
3527,2003,Nigeria,55.6,29.0,Africa
3528,2004,Nigeria,56.1,33.0,Africa
3529,2005,Nigeria,56.9,36.0,Africa
3530,2006,Nigeria,57.5,40.0,Africa
3531,2007,Nigeria,58.2,42.0,Africa
3532,2008,Nigeria,59.0,53.0,Africa
3533,2009,Nigeria,59.8,63.0,Africa
3534,2010,Nigeria,60.5,69.0,Africa
3535,2011,Nigeria,61.3,47.0,Africa
3536,1984,Spain,76.3,95.0,Europe
3537,1985,Spain,76.4,79.0,Europe
3538,1986,Spain,76.6,88.0,Europe
3539,1987,Spain,76.8,77.0,Europe
3540,1988,Spain,76.9,93.0,Europe
3541,1989,Spain,77.0,93.0,Europe
3542,1990,Spain,77.1,86.0,Europe
3543,1991,Spain,77.3,86.0,Europe
3544,1992,Spain,77.5,84.0,Europe
3545,1993,Spain,77.7,87.0,Europe
3546,1994,Spain,77.9,88.0,Europe
3547,1995,Spain,78.2,90.0,Europe
3548,1996,Spain,78.4,90.0,Europe
3549,1997,Spain,78.7,94.0,Europe
3550,1998,Spain,78.9,95.0,Europe
3551,1999,Spain,79.1,95.0,Europe
3552,2000,Spain,79.4,95.0,Europe
3553,2001,Spain,79.7,96.0,Europe
3554,2002,Spain,79.8,98.0,Europe
3555,2003,Spain,80.0,98.0,Europe
3556,2004,Spain,80.2,97.0,Europe
3557,2005,Spain,80.5,96.0,Europe
3558,2006,Spain,80.8,98.0,Europe
3559,2007,Spain,81.0,96.0,Europe
3560,2008,Spain,81.3,97.0,Europe
3561,2009,Spain,81.7,96.0,Europe
3562,2010,Spain,81.9,97.0,Europe
3563,2011,Spain,82.2,97.0,Europe
3564,1985,Algeria,68.0,69.0,Africa
3565,1986,Algeria,68.7,73.0,Africa
3566,1987,Algeria,69.4,79.0,Africa
3567,1988,Algeria,70.0,85.0,Africa
3568,1989,Algeria,70.5,87.0,Africa
3569,1990,Algeria,71.0,89.0,Africa
3570,1991,Algeria,71.4,89.0,Africa
3571,1992,Algeria,71.7,88.0,Africa
3572,1993,Algeria,72.0,88.0,Africa
3573,1994,Algeria,72.1,87.0,Africa
3574,1995,Algeria,72.3,88.0,Africa
3575,1996,Algeria,72.8,88.0,Africa
3576,1997,Algeria,73.0,89.0,Africa
3577,1998,Algeria,73.1,85.0,Africa
3578,1999,Algeria,73.5,83.0,Africa
3579,2000,Algeria,73.9,86.0,Africa
3580,2001,Algeria,74.1,89.0,Africa
3581,2002,Algeria,74.4,86.0,Africa
3582,2003,Algeria,74.5,87.0,Africa
3583,2004,Algeria,75.1,86.0,Africa
3584,2005,Algeria,75.4,88.0,Africa
3585,2006,Algeria,75.6,95.0,Africa
3586,2007,Algeria,75.9,95.0,Africa
3587,2008,Algeria,76.1,93.0,Africa
3588,2009,Algeria,76.3,95.0,Africa
3589,2010,Algeria,76.5,95.0,Africa
3590,2011,Algeria,76.7,95.0,Africa
3591,1985,Benin,53.7,17.0,Africa
3592,1986,Benin,54.3,17.0,Africa
3593,1987,Benin,54.8,25.0,Africa
3594,1988,Benin,55.2,30.0,Africa
3595,1989,Benin,55.3,48.0,Africa
3596,1990,Benin,55.5,74.0,Africa
3597,1991,Benin,55.6,69.0,Africa
3598,1992,Benin,56.0,73.0,Africa
3599,1993,Benin,56.4,75.0,Africa
3600,1994,Benin,56.4,81.0,Africa
3601,1995,Benin,56.5,67.0,Africa
3602,1996,Benin,56.4,66.0,Africa
3603,1997,Benin,56.9,66.0,Africa
3604,1998,Benin,57.1,70.0,Africa
3605,1999,Benin,57.3,74.0,Africa
3606,2000,Benin,57.6,78.0,Africa
3607,2001,Benin,57.8,76.0,Africa
3608,2002,Benin,58.2,75.0,Africa
3609,2003,Benin,58.6,73.0,Africa
3610,2004,Benin,59.0,72.0,Africa
3611,2005,Benin,59.5,70.0,Africa
3612,2006,Benin,59.9,74.0,Africa
3613,2007,Benin,60.3,82.0,Africa
3614,2008,Benin,60.8,78.0,Africa
3615,2009,Benin,61.4,83.0,Africa
3616,2010,Benin,61.8,83.0,Africa
3617,2011,Benin,62.2,85.0,Africa
3618,1985,Burkina Faso,50.1,9.0,Africa
3619,1986,Burkina Faso,50.3,19.0,Africa
3620,1987,Burkina Faso,50.3,23.0,Africa
3621,1988,Burkina Faso,50.2,34.0,Africa
3622,1989,Burkina Faso,50.6,44.0,Africa
3623,1990,Burkina Faso,50.6,66.0,Africa
3624,1991,Burkina Faso,50.7,53.0,Africa
3625,1992,Burkina Faso,50.6,39.0,Africa
3626,1993,Burkina Faso,50.7,39.0,Africa
3627,1994,Burkina Faso,50.7,36.0,Africa
3628,1995,Burkina Faso,50.7,34.0,Africa
3629,1996,Burkina Faso,50.4,37.0,Africa
3630,1997,Burkina Faso,50.9,39.0,Africa
3631,1998,Burkina Faso,51.4,52.0,Africa
3632,1999,Burkina Faso,51.8,43.0,Africa
3633,2000,Burkina Faso,52.2,63.0,Africa
3634,2001,Burkina Faso,52.6,71.0,Africa
3635,2002,Burkina Faso,53.1,69.0,Africa
3636,2003,Burkina Faso,53.8,79.0,Africa
3637,2004,Burkina Faso,54.4,79.0,Africa
3638,2005,Burkina Faso,55.1,82.0,Africa
3639,2006,Burkina Faso,55.6,86.0,Africa
3640,2007,Burkina Faso,56.2,89.0,Africa
3641,2008,Burkina Faso,56.9,93.0,Africa
3642,2009,Burkina Faso,57.4,92.0,Africa
3643,2010,Burkina Faso,57.9,91.0,Africa
3644,2011,Burkina Faso,58.4,91.0,Africa
3645,1985,Equatorial Guinea,49.4,3.0,Africa
3646,1986,Equatorial Guinea,49.3,3.0,Africa
3647,1987,Equatorial Guinea,49.0,10.0,Africa
3648,1988,Equatorial Guinea,48.8,19.0,Africa
3649,1989,Equatorial Guinea,48.6,48.0,Africa
3650,1990,Equatorial Guinea,48.2,77.0,Africa
3651,1991,Equatorial Guinea,48.0,77.0,Africa
3652,1992,Equatorial Guinea,48.0,76.0,Africa
3653,1993,Equatorial Guinea,47.9,76.0,Africa
